TaskID,Input1,Output1_1
386,9,65.0
387,0,108.0
387,2,117.0
387,3,139.0
387,4,122.0
387,5,132.0
387,6,74.0
387,7,64.0
387,8,114.0
387,9,112.0
387,10,76.0
387,11,71.0
388,0,90.0
388,2,100.0
388,3,104.0
388,4,147.0
388,5,136.0
388,6,139.0
388,7,88.0
388,8,81.0
388,9,72.0
388,10,113.0
388,11,150.0
388,12,79.0
389,0,93.0
389,2,132.0
389,3,131.0
389,4,130.0
389,5,127.0
389,6,143.0
389,7,68.0
389,11,151.0
390,0,92.0
390,2,94.0
390,3,89.0
390,4,85.0
390,5,80.0
390,6,75.0
390,7,71.0
390,8,67.0
390,9,64.0
390,10,60.0
390,11,55.0
391,0,90.0
391,2,102.0
391,3,124.0
391,4,98.0
391,6,63.0
391,8,130.0
391,11,57.0
392,0,106.0
392,2,46.0
392,3,45.0
392,4,40.0
392,5,34.0
392,6,34.0
392,7,29.0
392,8,98.0
392,9,99.0
392,10,141.0
392,11,151.0
393,0,90.0
393,2,122.0
393,3,96.0
393,4,100.0
393,5,66.0
393,6,62.0
393,7,58.0
393,8,116.0
394,0,95.0
394,2,120.0
394,3,100.0
394,4,115.0
394,5,68.0
394,6,60.0
394,7,52.0
394,8,110.0
394,9,90.0
394,10,74.0
394,11,65.0
394,12,114.0
395,0,108.0
395,2,96.0
395,3,91.0
395,4,88.0
395,6,80.0
395,7,74.0
395,8,70.0
395,9,66.0
396,0,96.0
396,2,83.0
396,3,79.0
396,4,76.0
396,5,72.0
396,6,67.0
396,7,64.0
396,8,60.0
396,9,56.0
397,0,96.0
397,4,84.0
397,5,70.0
397,6,66.0
397,7,63.0
397,8,56.0
397,10,53.0
398,0,97.0
398,2,87.0
398,3,84.0
398,4,81.0
398,5,78.0
398,6,80.0
398,7,70.0
398,8,66.0
398,9,63.0
399,0,102.0
399,2,130.0
399,3,99.0
399,4,136.0
399,6,136.0
399,7,111.0
399,8,78.0
399,10,114.0
400,0,94.0
400,4,114.0
400,5,117.0
400,6,59.0
400,8,44.0
400,9,106.0
400,10,66.0
400,13,101.0
401,0,92.0
401,5,66.0
401,6,144.0
401,7,141.0
401,8,114.0
401,9,75.0
401,10,67.0
401,11,59.0
401,12,140.0
402,0,93.0
402,2,127.0
402,3,69.0
402,5,95.0
402,6,58.0
402,8,46.0
402,9,130.0
402,10,151.0
403,0,98.0
403,2,84.0
403,3,81.0
403,4,77.0
403,5,74.0
403,6,71.0
403,7,67.0
403,8,64.0
403,9,58.0
404,0,110.0
404,2,50.0
404,3,47.0
404,4,119.0
404,5,107.0
404,6,154.0
404,7,163.0
405,0,102.0
405,2,95.0
405,3,91.0
405,4,85.0
405,5,82.0
405,6,74.0
405,7,72.0
406,0,91.0
406,3,93.0
406,5,96.0
406,7,60.0
406,9,124.0
406,11,64.0
406,13,51.0
407,0,92.0
407,2,89.0
407,3,84.0
407,4,79.0
407,5,76.0
407,6,71.0
407,10,55.0
407,11,51.0
407,12,46.0
408,0,96.0
408,2,98.0
408,3,94.0
408,4,86.0
408,5,84.0
408,6,80.0
408,7,74.0
409,0,92.0
409,2,152.0
409,3,124.0
409,4,200.0
409,6,180.0
409,7,89.0
409,8,86.0
409,9,79.0
409,10,74.0
409,11,71.0
409,12,65.0
410,0,90.0
410,2,67.0
410,3,63.0
410,4,59.0
410,5,55.0
410,6,51.0
410,7,47.0
410,8,88.0
411,0,96.0
411,2,56.0
411,3,52.0
411,4,48.0
411,5,43.0
411,6,114.0
411,7,101.0
412,0,93.0
412,2,49.0
412,3,45.0
412,4,43.0
412,6,35.0
412,8,127.0
412,9,121.0
412,10,138.0
412,11,148.0
413,0,93.0
413,2,63.0
413,3,58.0
413,4,118.0
413,5,123.0
413,6,105.0
413,7,109.0
413,8,113.0
414,0,102.0
414,2,92.0
414,3,87.0
414,4,82.0
414,5,78.0
414,7,70.0
414,9,62.0
414,10,59.0
414,11,55.0
414,12,51.0
414,13,47.0
415,0,103.0
415,2,141.0
415,3,128.0
415,4,98.0
415,5,103.0
415,6,131.0
415,7,142.0
415,8,71.0
415,9,64.0
415,10,51.0
415,11,144.0
416,0,95.0
416,2,67.0
416,3,64.0
416,4,60.0
416,5,105.0
416,6,108.0
416,7,136.0
416,8,147.0
416,10,79.0
417,0,99.0
417,2,95.0
417,3,123.0
417,4,71.0
417,5,63.0
417,6,59.0
417,7,133.0
417,8,103.0
417,9,71.0
418,0,103.0
418,2,93.0
418,3,142.0
418,4,130.0
418,5,188.0
418,6,195.0
418,7,171.0
418,8,63.0
418,9,59.0
418,10,49.0
419,0,95.0
419,2,84.0
419,3,80.0
419,4,76.0
419,5,73.0
419,6,69.0
419,7,90.0
419,8,119.0
419,9,136.0
419,10,156.0
420,0,101.0
420,2,91.0
420,3,87.0
420,4,83.0
420,5,78.0
420,6,73.0
420,7,69.0
420,8,65.0
420,9,61.0
420,10,56.0
421,0,94.0
421,2,132.0
421,3,100.0
421,4,63.0
421,5,56.0
421,6,50.0
421,7,116.0
421,8,12.0
422,0,90.0
422,3,115.0
422,4,94.0
422,5,100.0
422,6,93.0
422,7,72.0
422,8,64.0
422,9,105.0
423,0,105.0
423,2,92.0
423,3,86.0
423,4,82.0
423,5,77.0
423,6,73.0
423,7,70.0
424,0,106.0
424,2,141.0
424,3,131.0
424,4,112.0
424,5,76.0
424,6,68.0
424,7,63.0
424,8,148.0
425,0,90.0
425,2,94.0
425,3,91.0
425,4,87.0
425,5,83.0
425,6,78.0
425,8,70.0
426,0,95.0
426,4,110.0
426,5,97.0
426,7,59.0
426,8,54.0
426,10,108.0
426,11,60.0
426,12,55.0
427,0,92.0
427,2,103.0
427,3,97.0
427,4,67.0
427,5,59.0
427,6,93.0
427,7,125.0
428,0,101.0
428,2,90.0
428,3,85.0
428,4,82.0
428,5,77.0
428,6,72.0
428,7,62.0
428,8,119.0
428,9,183.0
429,0,90.0
429,2,61.0
429,3,57.0
429,4,109.0
429,5,125.0
429,6,128.0
429,7,140.0
430,0,91.0
430,2,47.0
430,3,44.0
430,4,41.0
430,5,37.0
430,6,33.0
430,7,29.0
430,8,26.0
430,9,103.0
430,10,102.0
430,11,176.0
431,0,95.0
431,2,123.0
431,4,101.0
431,6,65.0
431,8,113.0
431,9,71.0
431,12,98.0
431,13,133.0
432,0,103.0
432,2,128.0
432,3,138.0
432,4,149.0
432,5,182.0
432,6,176.0
432,10,67.0
432,11,62.0
432,12,57.0
432,13,53.0
433,0,99.0
433,2,98.0
433,3,102.0
433,4,115.0
433,5,63.0
433,6,59.0
433,7,107.0
434,0,102.0
434,2,92.0
434,3,88.0
434,4,83.0
434,5,78.0
434,8,65.0
434,9,62.0
434,10,57.0
434,11,53.0
434,12,48.0
434,13,44.0
435,0,97.0
435,2,81.0
435,3,76.0
435,4,73.0
435,5,70.0
435,6,66.0
435,7,61.0
436,0,99.0
436,2,132.0
436,3,102.0
436,4,105.0
436,5,64.0
436,6,57.0
436,7,112.0
437,0,109.0
437,3,92.0
437,9,68.0
437,10,63.0
437,11,59.0
437,12,55.0
437,13,50.0
438,0,104.0
438,2,65.0
438,3,61.0
438,4,58.0
438,5,130.0
438,7,145.0
438,9,149.0
438,13,52.0
439,0,108.0
439,2,119.0
439,3,108.0
439,4,71.0
439,5,66.0
439,6,60.0
439,7,126.0
439,8,150.0
439,9,115.0
439,11,76.0
439,13,111.0
440,0,96.0
440,2,80.0
440,3,76.0
440,4,72.0
440,5,69.0
440,6,66.0
440,7,125.0
440,8,161.0
441,0,93.0
441,2,89.0
441,3,85.0
441,4,81.0
441,5,76.0
441,6,71.0
441,7,67.0
441,8,63.0
441,9,117.0
441,10,108.0
441,11,149.0
441,12,184.0
442,0,95.0
442,2,89.0
442,3,123.0
442,4,109.0
442,5,127.0
442,6,125.0
442,7,72.0
443,0,102.0
443,2,131.0
443,3,143.0
443,4,111.0
443,5,107.0
443,6,130.0
443,7,114.0
443,8,77.0
444,0,98.0
444,2,93.0
444,3,90.0
444,4,83.0
444,5,81.0
444,6,78.0
444,7,73.0
444,8,69.0
445,0,103.0
445,2,90.0
445,3,87.0
445,4,83.0
445,5,79.0
445,6,75.0
445,7,70.0
445,8,66.0
445,9,61.0
445,10,56.0
445,11,51.0
446,0,97.0
446,2,43.0
446,3,38.0
446,4,35.0
446,5,32.0
446,6,28.0
446,7,135.0
447,0,104.0
447,3,85.0
447,4,81.0
447,5,77.0
447,7,68.0
447,8,65.0
447,9,61.0
448,0,94.0
448,2,78.0
448,3,74.0
448,4,70.0
448,5,96.0
448,6,129.0
448,7,141.0
448,8,146.0
449,0,99.0
449,2,75.0
449,3,69.0
449,4,105.0
449,5,109.0
449,8,52.0
449,9,42.0
449,10,131.0
449,11,119.0
449,12,134.0
450,0,97.0
450,2,105.0
450,3,122.0
450,4,105.0
450,5,57.0
450,6,48.0
450,7,121.0
450,10,126.0
451,0,103.0
451,2,44.0
451,3,41.0
451,6,151.0
451,7,171.0
451,8,176.0
451,9,63.0
452,0,108.0
452,3,118.0
452,4,117.0
452,5,137.0
452,6,100.0
452,7,71.0
452,8,66.0
452,9,61.0
452,10,113.0
452,11,105.0
452,13,80.0
453,0,108.0
453,2,47.0
453,3,43.0
453,4,98.0
453,5,93.0
453,6,148.0
453,7,159.0
453,8,136.0
453,9,54.0
453,11,47.0
454,0,109.0
454,2,97.0
454,3,92.0
454,4,86.0
454,5,83.0
454,6,79.0
454,7,75.0
454,8,70.0
454,9,65.0
454,10,61.0
454,11,57.0
455,0,99.0
455,3,121.0
455,4,107.0
455,5,92.0
455,6,72.0
455,7,63.0
455,9,69.0
455,11,58.0
455,12,103.0
455,13,95.0
456,0,91.0
456,2,95.0
456,3,90.0
456,4,87.0
456,5,82.0
456,8,69.0
456,9,64.0
456,10,59.0
456,11,56.0
456,13,47.0
457,0,108.0
457,2,97.0
457,3,93.0
457,4,90.0
457,5,86.0
457,7,76.0
457,8,72.0
457,10,65.0
457,11,61.0
458,0,94.0
458,2,95.0
458,3,107.0
458,4,123.0
458,5,123.0
458,6,92.0
458,7,118.0
459,0,92.0
459,3,71.0
459,4,67.0
459,5,122.0
459,6,97.0
459,7,143.0
459,8,161.0
459,9,155.0
459,10,49.0
459,11,45.0
459,12,41.0
459,13,37.0
460,0,100.0
460,2,86.0
460,3,83.0
460,4,80.0
460,5,77.0
460,6,72.0
460,7,67.0
460,8,63.0
460,9,61.0
460,10,57.0
460,11,53.0
461,0,98.0
461,2,85.0
461,3,80.0
461,4,76.0
461,5,73.0
461,6,68.0
461,7,136.0
461,8,142.0
461,9,181.0
462,0,97.0
462,2,71.0
462,4,62.0
462,5,58.0
462,6,54.0
462,7,49.0
462,8,131.0
462,9,89.0
462,10,141.0
462,11,146.0
463,0,99.0
463,2,40.0
463,3,37.0
463,4,32.0
463,5,29.0
463,6,24.0
463,7,20.0
463,8,15.0
463,9,103.0
463,10,97.0
463,11,144.0
464,0,102.0
464,2,126.0
464,3,94.0
464,4,141.0
464,5,126.0
464,7,78.0
464,11,55.0
465,0,94.0
465,2,113.0
465,3,121.0
465,4,58.0
465,5,49.0
465,6,99.0
465,7,89.0
465,8,99.0
466,0,91.0
466,2,89.0
466,3,86.0
466,4,82.0
466,6,74.0
466,7,69.0
466,8,66.0
467,0,103.0
467,2,67.0
467,3,64.0
467,4,100.0
467,5,127.0
467,6,183.0
467,7,186.0
467,9,64.0
467,10,60.0
468,0,101.0
468,2,79.0
468,3,77.0
468,4,73.0
468,5,70.0
468,6,92.0
468,7,105.0
469,0,94.0
469,2,82.0
469,3,79.0
469,4,76.0
469,5,71.0
469,6,67.0
469,7,62.0
469,8,59.0
469,9,55.0
470,0,102.0
470,2,88.0
470,3,83.0
470,4,79.0
470,7,66.0
470,9,61.0
470,10,55.0
470,13,44.0
471,0,102.0
471,2,65.0
471,3,60.0
471,4,55.0
471,5,51.0
471,6,47.0
471,7,42.0
471,8,37.0
471,9,116.0
471,10,137.0
471,11,157.0
471,13,161.0
472,0,109.0
472,4,31.0
472,5,109.0
472,6,129.0
472,7,136.0
472,8,143.0
472,9,139.0
473,0,91.0
473,2,78.0
473,3,75.0
473,4,72.0
473,5,68.0
473,6,64.0
473,7,99.0
474,0,91.0
474,2,82.0
474,3,78.0
474,4,74.0
474,5,71.0
474,6,98.0
474,7,179.0
474,8,196.0
475,0,105.0
475,2,76.0
475,3,72.0
475,4,67.0
475,5,62.0
475,6,126.0
475,7,139.0
475,8,162.0
475,9,184.0
476,0,110.0
476,2,95.0
476,3,92.0
476,4,87.0
476,5,81.0
476,6,77.0
476,7,73.0
476,8,68.0
476,11,55.0
477,0,93.0
477,2,86.0
477,3,124.0
477,4,85.0
477,5,103.0
477,10,53.0
477,13,64.0
478,0,108.0
478,2,120.0
478,3,129.0
478,4,125.0
478,5,114.0
478,8,115.0
478,9,103.0
478,10,102.0
479,0,90.0
479,2,110.0
479,3,92.0
479,4,112.0
479,5,72.0
479,6,65.0
479,7,125.0
480,0,93.0
480,2,85.0
480,3,107.0
480,4,128.0
480,5,127.0
480,6,73.0
480,7,64.0
480,8,55.0
480,9,95.0
480,10,56.0
480,11,51.0
480,12,120.0
481,0,91.0
481,2,80.0
481,3,76.0
481,4,72.0
481,5,69.0
481,7,62.0
481,8,59.0
481,9,125.0
481,10,115.0
481,11,141.0
481,12,156.0
482,0,99.0
482,2,79.0
482,3,128.0
482,4,130.0
482,5,141.0
482,6,142.0
482,7,138.0
482,8,72.0
482,10,64.0
483,0,105.0
483,2,120.0
483,3,143.0
483,4,96.0
483,5,115.0
483,6,79.0
483,7,71.0
484,0,102.0
484,2,86.0
484,3,82.0
484,4,79.0
484,5,75.0
484,6,70.0
484,7,66.0
484,8,97.0
484,9,199.0
485,0,97.0
485,2,69.0
485,3,62.0
485,5,65.0
485,6,57.0
485,8,130.0
485,10,101.0
486,0,92.0
486,2,92.0
486,3,113.0
486,4,91.0
486,5,108.0
486,6,117.0
486,7,62.0
487,0,108.0
487,2,125.0
487,3,77.0
487,4,68.0
487,5,61.0
487,6,114.0
487,7,111.0
487,8,136.0
487,9,134.0
487,10,129.0
487,11,105.0
488,0,93.0
488,3,74.0
488,4,70.0
488,5,65.0
488,6,61.0
488,7,94.0
488,8,122.0
488,11,132.0
489,0,96.0
489,2,64.0
489,3,61.0
489,4,92.0
489,5,129.0
489,6,166.0
489,7,173.0
489,8,72.0
490,0,102.0
490,2,111.0
490,3,116.0
490,4,117.0
490,5,97.0
490,6,109.0
490,7,104.0
490,8,67.0
491,0,103.0
491,2,103.0
491,4,110.0
491,5,139.0
491,7,64.0
491,9,120.0
491,10,130.0
492,0,95.0
492,3,46.0
492,4,43.0
492,5,39.0
492,7,31.0
492,8,28.0
492,10,102.0
492,11,142.0
492,12,154.0
493,0,91.0
493,2,82.0
493,3,79.0
493,4,75.0
493,5,71.0
493,6,68.0
493,7,65.0
493,8,64.0
493,9,99.0
493,10,160.0
494,0,94.0
494,2,45.0
494,3,41.0
494,4,36.0
494,5,32.0
494,6,28.0
494,7,25.0
494,8,123.0
494,9,115.0
494,10,149.0
494,11,157.0
494,12,148.0
495,0,94.0
495,2,98.0
495,3,60.0
495,5,49.0
495,7,125.0
495,8,114.0
495,9,89.0
495,11,111.0
495,12,64.0
495,13,55.0
496,0,94.0
496,2,74.0
496,3,71.0
496,4,66.0
496,5,95.0
496,6,134.0
496,7,147.0
496,8,150.0
496,10,89.0
497,0,94.0
497,2,68.0
497,3,61.0
497,4,51.0
497,5,137.0
497,6,117.0
497,7,99.0
497,8,111.0
498,0,100.0
498,5,177.0
498,7,67.0
498,8,62.0
498,9,59.0
498,10,54.0
498,11,51.0
498,12,48.0
499,0,92.0
499,2,82.0
499,3,79.0
499,4,75.0
499,5,72.0
499,6,68.0
499,7,65.0
499,8,63.0
499,9,58.0
499,10,54.0
499,11,50.0
500,0,93.0
500,2,95.0
500,3,90.0
500,4,86.0
500,5,81.0
500,6,77.0
500,7,73.0
500,8,69.0
500,9,64.0
501,0,92.0
501,2,121.0
501,3,125.0
501,4,89.0
501,5,124.0
501,6,88.0
501,7,115.0
502,0,93.0
502,2,83.0
502,3,79.0
502,4,75.0
502,5,71.0
502,6,68.0
502,7,64.0
502,8,60.0
502,9,56.0
502,10,53.0
502,11,49.0
502,13,42.0
503,0,95.0
503,2,90.0
503,3,96.0
503,4,101.0
503,5,122.0
503,6,120.0
503,7,58.0
503,9,41.0
503,10,91.0
503,11,129.0
504,0,109.0
504,2,63.0
504,3,58.0
504,4,52.0
504,5,47.0
504,6,107.0
504,7,144.0
504,8,170.0
504,9,178.0
505,0,90.0
505,2,90.0
505,3,86.0
505,4,82.0
505,5,78.0
505,6,72.0
505,7,67.0
505,8,68.0
505,9,66.0
505,11,54.0
506,0,100.0
506,2,88.0
506,3,84.0
506,4,80.0
506,5,75.0
506,6,72.0
506,8,66.0
506,9,62.0
507,0,107.0
507,2,114.0
507,3,115.0
507,4,133.0
507,5,102.0
507,6,136.0
507,8,64.0
508,0,104.0
508,2,85.0
508,3,81.0
508,4,77.0
508,5,72.0
508,6,68.0
508,7,100.0
509,0,94.0
509,2,108.0
509,3,110.0
509,4,150.0
509,5,153.0
509,10,35.0
509,11,34.0
509,12,24.0
510,0,91.0
510,2,114.0
510,3,79.0
510,4,72.0
510,5,65.0
510,6,139.0
510,7,117.0
510,8,109.0
510,9,113.0
510,10,74.0
511,0,95.0
511,2,113.0
511,3,62.0
511,4,53.0
511,5,49.0
511,6,105.0
511,7,107.0
511,8,77.0
511,9,67.0
511,11,127.0
511,12,111.0
511,13,129.0
512,0,107.0
512,2,140.0
512,3,76.0
512,4,66.0
512,5,58.0
512,6,116.0
512,7,115.0
513,0,109.0
513,2,75.0
513,3,68.0
513,4,113.0
513,5,80.0
513,6,71.0
513,7,61.0
513,8,101.0
513,9,109.0
513,10,140.0
513,12,138.0
513,13,140.0
514,0,106.0
514,2,93.0
514,3,89.0
514,4,124.0
514,5,154.0
514,6,132.0
514,7,147.0
514,8,87.0
514,9,89.0
515,0,97.0
515,3,87.0
515,4,77.0
515,5,74.0
515,6,70.0
515,7,66.0
515,8,62.0
515,9,58.0
516,0,95.0
516,2,131.0
516,3,120.0
516,4,170.0
516,5,181.0
516,6,171.0
516,7,66.0
516,8,62.0
516,9,59.0
517,0,99.0
517,2,104.0
517,3,138.0
517,4,95.0
517,5,61.0
517,6,53.0
517,7,103.0
517,8,119.0
517,9,64.0
517,10,54.0
517,12,102.0
518,0,90.0
518,2,86.0
518,3,82.0
518,4,78.0
518,5,74.0
518,6,71.0
518,7,93.0
518,8,191.0
519,0,91.0
519,2,86.0
519,3,103.0
519,4,98.0
519,6,65.0
519,8,58.0
519,9,100.0
520,0,98.0
520,2,90.0
520,3,125.0
520,4,121.0
520,6,111.0
520,7,72.0
520,8,67.0
520,9,106.0
520,10,64.0
520,11,57.0
521,0,94.0
521,2,95.0
521,3,66.0
521,4,62.0
521,5,53.0
521,6,110.0
521,7,117.0
521,8,128.0
522,0,105.0
522,2,94.0
522,3,89.0
522,4,85.0
522,5,81.0
522,6,76.0
522,7,72.0
522,8,68.0
522,9,64.0
522,12,105.0
522,13,64.0
523,0,91.0
523,2,66.0
523,3,87.0
523,4,106.0
523,5,147.0
523,6,165.0
523,7,146.0
523,8,78.0
524,0,105.0
524,2,92.0
524,3,88.0
524,4,84.0
524,5,79.0
524,6,75.0
524,7,71.0
524,8,68.0
524,9,63.0
524,10,59.0
524,11,56.0
524,12,52.0
525,0,100.0
525,2,94.0
525,3,90.0
525,4,87.0
525,5,82.0
525,6,79.0
525,7,75.0
525,8,71.0
525,9,66.0
525,10,63.0
526,0,91.0
526,3,135.0
526,5,65.0
526,6,58.0
526,8,67.0
526,9,60.0
526,13,122.0
527,0,91.0
527,2,67.0
527,3,63.0
527,4,59.0
527,5,56.0
527,6,122.0
527,7,95.0
527,8,142.0
527,9,164.0
528,0,99.0
528,2,67.0
528,3,62.0
528,4,57.0
528,5,54.0
528,6,50.0
528,7,99.0
528,8,136.0
528,9,157.0
528,10,198.0
528,11,151.0
529,0,97.0
529,2,89.0
529,3,131.0
529,4,99.0
529,5,130.0
529,6,72.0
529,7,64.0
529,9,103.0
530,0,90.0
530,2,106.0
530,3,71.0
530,4,63.0
530,5,56.0
530,6,116.0
530,7,120.0
531,0,95.0
531,2,98.0
531,3,126.0
531,4,109.0
531,5,118.0
531,6,96.0
531,7,98.0
531,8,71.0
531,9,66.0
531,10,57.0
531,11,96.0
532,0,91.0
532,2,62.0
532,3,58.0
532,4,55.0
532,5,109.0
532,6,116.0
532,7,132.0
533,0,94.0
533,2,115.0
533,3,98.0
533,4,90.0
533,6,54.0
533,7,60.0
533,8,64.0
533,11,56.0
534,0,90.0
534,2,63.0
534,3,59.0
534,4,93.0
534,5,108.0
534,6,55.0
534,7,50.0
534,8,46.0
534,9,87.0
534,10,119.0
535,0,105.0
535,2,138.0
535,3,112.0
535,4,155.0
535,5,159.0
535,6,154.0
535,7,55.0
535,8,53.0
535,9,49.0
535,10,43.0
536,0,99.0
536,2,74.0
536,3,69.0
536,4,65.0
536,6,127.0
536,7,147.0
536,8,159.0
536,9,152.0
536,11,78.0
537,0,97.0
537,2,73.0
537,3,72.0
537,4,60.0
537,5,68.0
537,6,75.0
537,7,98.0
537,8,109.0
537,9,147.0
537,10,163.0
537,11,161.0
538,0,92.0
538,2,113.0
538,5,92.0
538,6,63.0
538,9,65.0
538,10,59.0
538,11,52.0
538,12,126.0
538,13,95.0
539,0,90.0
539,2,48.0
539,3,43.0
539,4,38.0
539,5,33.0
539,6,30.0
539,7,24.0
540,0,92.0
540,2,99.0
540,3,103.0
540,4,73.0
540,5,68.0
540,6,126.0
540,7,122.0
541,0,106.0
541,2,70.0
541,3,61.0
541,4,54.0
541,5,125.0
541,6,118.0
541,7,110.0
541,8,145.0
542,0,97.0
542,2,86.0
542,3,83.0
542,4,78.0
542,5,75.0
542,6,71.0
542,7,68.0
542,8,125.0
542,9,181.0
542,11,152.0
543,0,95.0
543,2,84.0
543,3,79.0
543,4,76.0
543,5,73.0
543,6,68.0
543,7,64.0
543,8,61.0
543,9,57.0
543,10,53.0
543,11,50.0
544,0,95.0
544,2,85.0
544,3,82.0
544,4,78.0
544,5,74.0
544,6,72.0
544,7,69.0
544,8,64.0
544,9,60.0
544,10,57.0
544,11,52.0
545,0,97.0
545,2,84.0
545,3,79.0
545,4,75.0
545,5,70.0
545,6,66.0
545,7,125.0
545,8,144.0
546,0,100.0
546,2,87.0
546,3,82.0
546,4,79.0
546,5,75.0
546,6,71.0
546,7,61.0
546,10,136.0
546,11,163.0
547,0,100.0
547,2,76.0
547,3,67.0
547,4,100.0
547,5,98.0
547,6,121.0
547,7,130.0
547,8,140.0
547,10,66.0
548,0,100.0
548,2,76.0
548,3,72.0
548,4,108.0
548,5,108.0
548,6,163.0
548,7,181.0
549,0,104.0
549,2,116.0
549,3,135.0
549,4,79.0
549,5,74.0
549,6,123.0
549,7,120.0
549,8,103.0
549,9,64.0
549,12,104.0
550,0,94.0
550,2,85.0
550,3,81.0
550,4,78.0
550,5,74.0
550,6,70.0
550,7,66.0
550,10,56.0
550,13,44.0
551,0,95.0
551,2,67.0
551,3,59.0
551,4,49.0
551,5,141.0
551,6,105.0
551,7,141.0
552,0,90.0
552,2,113.0
552,3,91.0
552,4,90.0
552,5,122.0
552,6,57.0
552,7,48.0
552,8,110.0
552,9,109.0
552,10,105.0
552,11,55.0
553,0,107.0
553,2,61.0
553,3,56.0
553,4,52.0
553,5,46.0
553,6,130.0
553,7,128.0
553,8,158.0
553,9,165.0
554,0,108.0
554,2,93.0
554,3,87.0
554,4,84.0
554,6,75.0
554,8,65.0
554,9,62.0
555,0,99.0
555,2,100.0
555,3,102.0
555,4,72.0
555,5,67.0
555,8,120.0
555,9,110.0
555,10,113.0
555,11,79.0
555,12,73.0
555,13,110.0
556,0,92.0
556,3,116.0
556,4,100.0
556,5,98.0
556,6,63.0
556,7,55.0
556,9,95.0
557,0,91.0
557,2,89.0
557,3,85.0
557,4,81.0
557,5,77.0
557,6,71.0
557,7,68.0
557,8,64.0
557,9,60.0
557,10,55.0
557,11,51.0
558,0,93.0
558,2,60.0
558,3,100.0
558,4,129.0
558,5,138.0
558,6,152.0
558,7,149.0
558,10,34.0
559,0,90.0
559,2,77.0
559,3,72.0
559,4,70.0
559,5,66.0
559,7,58.0
559,8,91.0
559,9,125.0
559,10,126.0
559,11,166.0
559,12,163.0
560,0,96.0
560,2,72.0
560,4,95.0
560,5,95.0
560,6,144.0
560,7,177.0
560,8,141.0
560,9,61.0
560,10,58.0
560,11,55.0
560,12,52.0
560,13,47.0
561,0,97.0
561,2,83.0
561,3,79.0
561,4,76.0
561,5,71.0
561,6,68.0
561,7,122.0
561,8,115.0
561,9,143.0
561,10,154.0
562,0,104.0
562,2,93.0
562,3,89.0
562,4,84.0
562,5,79.0
562,6,75.0
562,7,71.0
562,8,66.0
562,9,61.0
563,0,99.0
563,2,88.0
563,3,84.0
563,4,81.0
563,5,76.0
563,6,73.0
563,7,69.0
563,8,65.0
563,9,61.0
563,10,56.0
563,11,51.0
564,0,109.0
564,2,94.0
564,3,89.0
564,4,85.0
564,5,80.0
564,6,76.0
564,7,72.0
564,8,67.0
564,9,63.0
564,10,58.0
564,11,55.0
565,0,97.0
565,2,130.0
565,3,92.0
565,4,90.0
565,5,134.0
565,6,115.0
565,7,130.0
565,8,67.0
565,9,63.0
565,10,56.0
565,11,105.0
565,12,62.0
566,0,93.0
566,2,80.0
566,3,75.0
566,4,72.0
566,5,69.0
566,6,66.0
566,7,62.0
566,8,59.0
566,9,56.0
567,0,94.0
567,4,98.0
567,5,64.0
567,6,55.0
567,7,50.0
567,8,99.0
567,9,103.0
567,10,130.0
567,11,101.0
567,12,68.0
567,13,59.0
568,0,100.0
568,2,76.0
568,3,73.0
568,4,70.0
568,5,110.0
568,6,98.0
568,7,147.0
568,8,153.0
568,9,147.0
568,10,65.0
569,0,106.0
569,3,46.0
569,4,43.0
569,5,38.0
569,7,30.0
569,8,116.0
569,9,137.0
569,11,185.0
570,0,90.0
570,2,90.0
570,3,85.0
570,4,82.0
570,5,77.0
570,6,72.0
570,7,68.0
570,8,64.0
570,9,60.0
571,0,101.0
571,2,87.0
571,3,84.0
571,4,79.0
571,5,74.0
571,6,70.0
571,7,66.0
571,8,63.0
571,9,60.0
572,0,91.0
572,2,81.0
572,3,76.0
572,4,72.0
572,5,69.0
572,7,55.0
572,8,51.0
572,12,55.0
572,13,39.0
573,0,97.0
573,3,128.0
573,5,139.0
573,6,116.0
573,7,131.0
573,8,71.0
573,9,67.0
573,10,61.0
573,11,119.0
573,13,66.0
574,0,95.0
574,2,84.0
574,4,76.0
574,5,71.0
574,7,64.0
574,8,61.0
574,9,56.0
574,10,53.0
574,11,49.0
574,12,46.0
575,0,96.0
575,2,103.0
575,3,60.0
575,4,52.0
575,5,42.0
575,6,117.0
575,7,86.0
575,8,106.0
575,9,111.0
575,10,99.0
575,11,99.0
576,0,90.0
576,2,54.0
576,3,138.0
576,4,113.0
576,5,167.0
576,6,173.0
576,7,154.0
576,8,75.0
577,0,103.0
577,2,140.0
577,3,142.0
577,5,65.0
577,6,60.0
577,7,136.0
577,9,64.0
577,10,58.0
577,11,51.0
577,13,128.0
578,0,90.0
578,2,81.0
578,3,117.0
578,4,117.0
578,5,146.0
578,6,150.0
578,7,143.0
579,0,90.0
579,2,77.0
579,3,74.0
579,4,70.0
579,5,66.0
579,6,63.0
579,7,60.0
579,8,57.0
579,9,53.0
579,11,42.0
580,0,108.0
580,2,85.0
580,4,118.0
580,6,55.0
580,8,137.0
580,9,148.0
580,10,107.0
580,12,140.0
581,0,99.0
581,2,93.0
581,3,88.0
581,4,84.0
581,5,81.0
581,6,76.0
